965,967,1.25,31.60,39.86,977,990,1.04,24.66,17.29
980,985,4.90,34.68,38.02,973,975,3.51,19.46,36.94
972,968,1.69,25.11,18.64,980,995,1.46,13.80,19.34
995,996,4.82,29.93,21.13,968,989,2.03,16.19,20.44
975,994,2.39,21.54,17.10,976,966,2.63,14.75,17.86
996,981,1.23,11.02,15.56,968,961,4.20,19.73,15.12
962,988,3.48,35.13,35.88,972,990,1.71,29.67,26.70
973,998,3.41,21.93,14.45,971,962,2.95,24.92,30.15
983,961,1.89,39.46,39.69,968,995,4.32,33.94,30.30
980,971,5.41,18.73,12.84,976,970,4.71,36.73,16.44
993,990,4.78,27.88,29.76,986,981,4.53,15.11,29.99
994,974,4.97,36.39,23.85,999,980,4.48,22.77,32.50
977,980,3.00,23.41,16.75,989,974,1.37,12.49,20.25
