1023,1012,2.03,0.49,1.35,999,1022,5.4,3.25,13.73
1023,995,1.83,2,2.12,1023,1019,12.02,1.84,0.81
1023,994,0.3,7.17,19.7,971,1013,4.12,8.81,2.26
958,1021,1.99,4.25,0.55,1016,1022,19.09,18.88,1.97
867,1022,2.74,1.92,0.55,1020,1022,14.7,6.82,9.65
827,1022,2.64,2.56,2.13,988,1023,21.75,16.09,5.49
786,1022,13.84,2.56,7.39,1023,1022,3.65,11.28,2.32
990,1022,2.08,3.45,1.64,1021,1019,35.78,8.83,0.81
1008,1023,2.36,0.79,1.4,1018,284,15.16,15.2,1.15
1014,1022,4,2.2,1.2,1013,1023,20.91,3.62,12.36
1007,1023,6.98,6.82,2.49,1020,1023,9.72,1.58,10.63
1015,1021,0.76,6.14,20.39,929,1019,35.15,24.51,8.51
964,1017,12.81,5.37,4.46,1003,1023,33.35,8.06,16.51
903,1021,0.11,4.3,11.06,1018,1023,23.74,3.73,4.08
979,1015,1.47,0.94,7.85,972,1019,10.21,37.77,0.17
1023,1011,13.19,14.2,11.64,1021,1000,13.94,1.57,10.8
1009,1017,2.96,18.04,20.22,1023,703,1.94,0.99,1.23
1003,1015,14.24,18.96,19.14,1023,803,3.09,0.48,0.74
1022,1022,1.96,4.04,21.86,964,1020,4.69,5.82,19.89
1023,1023,2.52,1.91,7.74,950,1022,0.46,2.2,2.89
1005,1023,6.24,4.31,31.97,814,1021,1.29,1.45,0.78
1007,1023,1.48,2.62,29.84,775,1023,1.64,0.58,0.12
992,1023,2.44,22.9,13.82,873,1022,2.6,1.24,1.4
1004,1022,5.86,17.01,9.82,1011,1021,17.23,6.05,22.27
988,1018,1.89,16.42,21.11,1023,946,3.68,0.67,3.91
1022,1023,0.58,4.15,4.4,1023,814,1.25,2.48,0.43
1006,1017,0.83,4.24,4.45,1023,993,7.28,1.68,2.44
985,1015,0.62,5.54,15.66,1022,1023,5.42,4.61,11.02
1011,1020,6.75,0.02,31.93,983,1022,2.08,0.93,1
1023,1022,5.76,4.3,5.48,925,1022,1.17,0.7,1.23
1010,1022,5.31,1.88,1.13,928,1022,3.16,1.15,7.78
1009,1019,1.1,7.43,27.93,1023,1014,13.56,3.15,14.16
1022,1021,1.63,6.65,3.05,1023,1010,4.9,4.19,5.7
1015,1019,0.28,8.15,29.41,1023,1014,0.58,5.04,19.15
1009,1018,2.94,2.37,1.52,987,1022,2.48,0.04,2.56
1022,1023,3.81,3.86,0.31,850,1023,0.74,0.02,3.11
1021,1022,11.66,6.84,18.28,781,1023,1.96,0.85,0.6
1022,1021,14.27,10.41,6.6,995,1023,4.86,8.51,9.36
1023,107,7.48,6.36,22.38,1023,1007,14.75,0.55,18.32
1013,1019,27.23,16.07,22.43,1023,1012,0.26,17.37,15.34
1010,1023,1.59,2.7,3.7,1023,1003,8.68,2.32,0.88
1007,1021,22.8,4.12,7,1023,1019,17.88,1.92,23.32
1011,1023,1.02,0.17,14.31,1023,997,1.87,0.04,0.62
1000,1018,5.01,1.56,1.94,1020,1021,8.4,1.58,15.54
1018,1022,13.51,13.48,13.14,343,1023,0.89,2.28,0.5
1019,1023,5.89,0.92,20.85,995,1020,2.16,10.62,6.51
996,974,4.93,0.17,6.82,1020,1012,7.51,31.4,3.36
1007,1002,1.06,0.7,0.33,1023,329,4.87,0.55,3.91
1007,1004,1.24,1.05,0.22,993,1022,7.6,12.33,3.75
1006,1009,10.43,8.12,6.73,1022,1018,29.53,4.09,11.06
1018,1010,3.05,0.63,1.85,1017,1021,11.89,0.98,20.57
1019,1009,1.65,16.49,6.8,1016,1020,1.91,1.46,11.22
1019,1006,4.98,14.22,12.64,899,1023,0.84,2.75,3.75
1019,1006,0.05,13.61,8,1019,1021,0.42,4.17,0.61
